t (s),velocity (km/h)
48.202741026546086, 6.825568768821569
48.39575700775327, 7.6931483964566
48.634729174962146, 8.675815117553398
48.846127630569995, 9.779470834340806
49.03914361177717, 10.64705046197583
49.23215959298434, 11.571435898563145
49.44662179432564, 12.500985499600667
49.703976435935196, 13.446027593988816
49.90235397217591, 14.166428534792892
50.25085504935552, 14.941053202324163
50.78701055270878, 15.590877228975394
51.43039715673268, 15.995403444241724
51.96655266008594, 15.8189611588596
52.234630411762566, 15.015933586852185
52.36330773256735, 13.631937514196316
52.395477062768535, 14.239587531170848
52.395477062768535, 12.914118655617344
52.55632371377452, 12.17822522146264
52.66355481444516, 11.261586031550635
52.77078591511581, 10.474050952893847
52.91376071601002, 9.824226926242616
53.092479217127774, 9.195920251467257
53.575019170145694, 8.481544169188425
54.079005343297766, 8.746637944299117
54.29346754463906, 9.60388924303372
54.406060200343234, 10.448230130642806
54.486483525846225, 11.235765209299593
54.593714626516885, 11.924320469327391
54.7277535023552, 12.720462488734526
54.808176827858176, 13.45635592288923
55.06553146946774, 14.138025630316754
55.61241008288806, 14.781824798442734
56.255796686911964, 14.824859502194471
56.84556774060054, 14.272293906022163
57.273075030472256, 13.773583167687747
57.64980099563043, 12.871083951865607
57.91787874730706, 12.475164677349625
58.13678355384074, 11.664390858666899
58.315880724503046, 10.558685870272264
58.4562555532565, 9.83111247884289
58.59331992147632, 9.081570895784068
58.738847843815066, 8.173415690325982
58.92271084117384, 7.414283516145339
59.08399160976484, 6.656872730114763
59.328618897503645, 5.690743630888264
59.52634525736681, 4.870932524417675
59.79442300904344, 4.109218268011922
60.09824446094363, 3.214096429975797
60.36632221262025, 2.270775723737728
60.53431760367093, 1.4548377406047734
61.119493038759344, 1.1582671536070919
61.56373617010918, 1.8197720284195142
62.046276123127114, 2.611610577451472
62.68966272715102, 2.370616236441741
63.06497157949829, 2.198477421434795
