t (min),velocity (km/h)
0, 0.09082984658298088
0.009561011904815286, 0.4171896792189642
0.061793154761958125, 2.1305788005578776
0.061793154761958125, 1.7634239888423942
0.061793154761958125, 1.3962691771269142
0.061793154761958125, 1.0291143654114343
0.061793154761958125, 0.6619595536959508
0.061793154761958125, 0.1724198047419776
0.07485119047624389, 2.803695955369591
0.07485119047624389, 2.436541143654111
0.0792038690476724, 3.2728382147838175
0.11402529761910096, 3.986750348675031
0.1270833333333865, 4.394700139470011
0.13143601190481524, 4.986227336122731
0.14014136904767227, 9.596059972105994
0.14014136904767227, 9.228905160390514
0.14014136904767227, 8.86175034867503
0.14014136904767227, 8.494595536959551
0.14014136904767227, 8.127440725244071
0.14014136904767227, 7.7602859135285875
0.14014136904767227, 7.393131101813108
0.14014136904767227, 7.025976290097624
0.14014136904767227, 6.658821478382144
0.14014136904767227, 6.291666666666664
0.14014136904767227, 5.924511854951181
0.14014136904767227, 5.557357043235701
0.16625744047624358, 10.330369595536958
0.16625744047624358, 9.963214783821474
0.1923735119048151, 11.880578800557878
0.1923735119048151, 11.513423988842394
0.1923735119048151, 11.146269177126914
0.1923735119048151, 10.779114365411434
0.21848958333338642, 10.330369595536958
0.21848958333338642, 9.963214783821474
0.21848958333338642, 9.596059972105994
0.21848958333338642, 9.228905160390514
0.21848958333338642, 8.86175034867503
0.21848958333338642, 8.494595536959551
0.21848958333338642, 8.127440725244071
0.21848958333338642, 7.7602859135285875
0.21848958333338642, 7.393131101813108
0.23154761904767196, 6.9647838214783775
0.23154761904767196, 6.597629009762898
0.23807663690481484, 5.067817294281728
0.24460565476195772, 6.210076708507668
0.24460565476195772, 5.842921896792188
0.24460565476195772, 5.496164574616454
0.27072172619052903, 4.700662482566244
0.27072172619052903, 4.333507670850764
0.27072172619052903, 4.0275453277545274
0.29683779761910056, 10.942294281729424
0.29683779761910056, 10.575139470013944
0.29683779761910056, 10.207984658298464
0.29683779761910056, 9.84082984658298
0.29683779761910056, 9.473675034867501
0.29683779761910056, 9.106520223152021
0.29683779761910056, 8.739365411436538
0.29683779761910056, 8.372210599721058
0.29683779761910056, 8.005055788005574
0.29683779761910056, 7.637900976290094
0.29683779761910056, 7.270746164574614
0.29683779761910056, 6.903591352859131
0.29683779761910056, 6.536436541143651
0.29683779761910056, 6.169281729428171
0.29683779761910056, 5.8021269177126875
0.29683779761910056, 5.434972105997208
0.29683779761910056, 5.067817294281728
0.3098958333333861, 13.757147838214781
0.3098958333333861, 13.389993026499301
0.3098958333333861, 13.022838214783818
0.3098958333333861, 12.655683403068338
0.3098958333333861, 12.288528591352858
0.3098958333333861, 11.921373779637374
0.3098958333333861, 11.554218967921894
0.3098958333333861, 11.248256624825661
0.31424851190481484, 14.205892608089258
0.32817708333338613, 14.94428172942817
0.3490699404762432, 15.837691771269174
0.3490699404762432, 15.470536959553694
0.401302083333386, 15.042189679218966
0.401302083333386, 14.675034867503484
0.401302083333386, 14.307880055788004
0.401302083333386, 13.961122733612271
0.401302083333386, 13.593967921896787
0.401302083333386, 13.226813110181308
